,date,isin,nav,name
GB00BF232B62,2020-03-31,GB00BF232B62,1.1143,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-01,GB00BF232B62,1.1257,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-02,GB00BF232B62,1.1172,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-03,GB00BF232B62,1.113,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-06,GB00BF232B62,1.1159,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-07,GB00BF232B62,1.1324,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-08,GB00BF232B62,1.1534,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-09,GB00BF232B62,1.1487,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-14,GB00BF232B62,1.1636,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-15,GB00BF232B62,1.1739,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-16,GB00BF232B62,1.1632,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-17,GB00BF232B62,1.1637,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-20,GB00BF232B62,1.1729,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-21,GB00BF232B62,1.1748,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-22,GB00BF232B62,1.1623,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-23,GB00BF232B62,1.1656,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-24,GB00BF232B62,1.1715,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-27,GB00BF232B62,1.1684,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-28,GB00BF232B62,1.1828,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-29,GB00BF232B62,1.1933,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-04-30,GB00BF232B62,1.1979,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-01,GB00BF232B62,1.1975,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-04,GB00BF232B62,1.1927,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-06,GB00BF232B62,1.1844,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-07,GB00BF232B62,1.1887,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-11,GB00BF232B62,1.1853,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-12,GB00BF232B62,1.1955,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-13,GB00BF232B62,1.195,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-14,GB00BF232B62,1.1868,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-15,GB00BF232B62,1.1762,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-18,GB00BF232B62,1.1794,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-19,GB00BF232B62,1.1893,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-20,GB00BF232B62,1.2019,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-21,GB00BF232B62,1.1997,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-22,GB00BF232B62,1.2091,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-26,GB00BF232B62,1.1973,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-27,GB00BF232B62,1.2104,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-28,GB00BF232B62,1.2268,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-05-29,GB00BF232B62,1.2325,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-01,GB00BF232B62,1.229,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-02,GB00BF232B62,1.2244,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-03,GB00BF232B62,1.2345,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-04,GB00BF232B62,1.2464,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-05,GB00BF232B62,1.2471,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-08,GB00BF232B62,1.2579,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-09,GB00BF232B62,1.2681,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-10,GB00BF232B62,1.2631,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-11,GB00BF232B62,1.2644,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-12,GB00BF232B62,1.2468,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-15,GB00BF232B62,1.2411,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-16,GB00BF232B62,1.2316,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-17,GB00BF232B62,1.2486,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-18,GB00BF232B62,1.2596,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-19,GB00BF232B62,1.2578,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-22,GB00BF232B62,1.2657,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-25,GB00BF232B62,1.2554,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-26,GB00BF232B62,1.2482,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-29,GB00BF232B62,1.2522,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-06-30,GB00BF232B62,1.2467,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-01,GB00BF232B62,1.2477,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-02,GB00BF232B62,1.2425,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-03,GB00BF232B62,1.259,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-06,GB00BF232B62,1.2593,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-07,GB00BF232B62,1.2703,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-08,GB00BF232B62,1.2613,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-09,GB00BF232B62,1.2614,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-10,GB00BF232B62,1.2602,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-13,GB00BF232B62,1.2563,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-14,GB00BF232B62,1.2611,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-15,GB00BF232B62,1.2585,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-17,GB00BF232B62,1.2673,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-20,GB00BF232B62,1.2675,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-21,GB00BF232B62,1.2669,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-22,GB00BF232B62,1.2725,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-23,GB00BF232B62,1.2751,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-24,GB00BF232B62,1.2701,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-27,GB00BF232B62,1.2642,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-29,GB00BF232B62,1.2595,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-30,GB00BF232B62,1.2598,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-07-31,GB00BF232B62,1.2513,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-03,GB00BF232B62,1.2462,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-04,GB00BF232B62,1.2498,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-05,GB00BF232B62,1.26,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-06,GB00BF232B62,1.2575,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-07,GB00BF232B62,1.2579,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-10,GB00BF232B62,1.2615,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-11,GB00BF232B62,1.2663,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-12,GB00BF232B62,1.2784,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-13,GB00BF232B62,1.2739,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-14,GB00BF232B62,1.2736,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-17,GB00BF232B62,1.2681,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-18,GB00BF232B62,1.2697,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-19,GB00BF232B62,1.27,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-20,GB00BF232B62,1.2669,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-21,GB00BF232B62,1.2619,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-24,GB00BF232B62,1.2628,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-25,GB00BF232B62,1.2764,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-26,GB00BF232B62,1.274,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-27,GB00BF232B62,1.2746,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-08-28,GB00BF232B62,1.2679,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-01,GB00BF232B62,1.262,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-02,GB00BF232B62,1.2645,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-03,GB00BF232B62,1.2711,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-04,GB00BF232B62,1.2718,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-07,GB00BF232B62,1.263,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-08,GB00BF232B62,1.2661,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-09,GB00BF232B62,1.2684,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-10,GB00BF232B62,1.2684,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-11,GB00BF232B62,1.2802,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-14,GB00BF232B62,1.2785,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-15,GB00BF232B62,1.2875,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-16,GB00BF232B62,1.2845,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-17,GB00BF232B62,1.2888,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-18,GB00BF232B62,1.2791,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-21,GB00BF232B62,1.2786,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-22,GB00BF232B62,1.2636,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-23,GB00BF232B62,1.2655,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-24,GB00BF232B62,1.2681,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-25,GB00BF232B62,1.2565,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-28,GB00BF232B62,1.253,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-29,GB00BF232B62,1.261,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-09-30,GB00BF232B62,1.2636,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-01,GB00BF232B62,1.2681,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-02,GB00BF232B62,1.2634,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-05,GB00BF232B62,1.2594,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-06,GB00BF232B62,1.2669,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-07,GB00BF232B62,1.2732,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-08,GB00BF232B62,1.2764,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-09,GB00BF232B62,1.2806,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-12,GB00BF232B62,1.2824,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-13,GB00BF232B62,1.2832,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-14,GB00BF232B62,1.2827,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-15,GB00BF232B62,1.2804,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-16,GB00BF232B62,1.2744,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-19,GB00BF232B62,1.2764,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-20,GB00BF232B62,1.2784,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-21,GB00BF232B62,1.2751,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-22,GB00BF232B62,1.2727,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-23,GB00BF232B62,1.2719,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-26,GB00BF232B62,1.2778,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-27,GB00BF232B62,1.2809,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-28,GB00BF232B62,1.2732,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-29,GB00BF232B62,1.254,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-10-30,GB00BF232B62,1.2475,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-02,GB00BF232B62,1.2299,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-03,GB00BF232B62,1.2367,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-04,GB00BF232B62,1.2454,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-05,GB00BF232B62,1.2532,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-06,GB00BF232B62,1.2644,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-09,GB00BF232B62,1.2699,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-10,GB00BF232B62,1.2952,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-11,GB00BF232B62,1.2962,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-12,GB00BF232B62,1.3082,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-13,GB00BF232B62,1.3065,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-16,GB00BF232B62,1.3053,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-17,GB00BF232B62,1.3192,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-18,GB00BF232B62,1.3219,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-19,GB00BF232B62,1.3224,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-20,GB00BF232B62,1.32,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-23,GB00BF232B62,1.3163,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-24,GB00BF232B62,1.3247,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-25,GB00BF232B62,1.3305,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-26,GB00BF232B62,1.3332,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-27,GB00BF232B62,1.3327,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-11-30,GB00BF232B62,1.333,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-12-01,GB00BF232B62,1.326,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-12-02,GB00BF232B62,1.3358,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-12-03,GB00BF232B62,1.333,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-12-04,GB00BF232B62,1.3432,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-12-07,GB00BF232B62,1.3554,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-12-08,GB00BF232B62,1.3588,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-12-09,GB00BF232B62,1.3457,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-12-10,GB00BF232B62,1.3563,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232B62,2020-12-11,GB00BF232B62,1.359,"LF PRUDENTIAL RISK MGMT ACT ""4P"" (GBP) D"
GB00BF232G18,2020-01-03,GB00BF232G18,1.158,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-06,GB00BF232G18,1.1623,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-07,GB00BF232G18,1.155,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-08,GB00BF232G18,1.1556,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-09,GB00BF232G18,1.1588,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-10,GB00BF232G18,1.1572,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-13,GB00BF232G18,1.1644,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-14,GB00BF232G18,1.1672,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-15,GB00BF232G18,1.1683,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-16,GB00BF232G18,1.1661,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-17,GB00BF232G18,1.1656,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-20,GB00BF232G18,1.1681,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-21,GB00BF232G18,1.1675,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-22,GB00BF232G18,1.1638,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-23,GB00BF232G18,1.1648,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-24,GB00BF232G18,1.1634,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-27,GB00BF232G18,1.1699,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-28,GB00BF232G18,1.1627,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-29,GB00BF232G18,1.1624,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-30,GB00BF232G18,1.1634,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-01-31,GB00BF232G18,1.1591,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-03,GB00BF232G18,1.1631,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-04,GB00BF232G18,1.16,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-05,GB00BF232G18,1.1651,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-06,GB00BF232G18,1.1676,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-07,GB00BF232G18,1.1711,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-11,GB00BF232G18,1.1706,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-12,GB00BF232G18,1.1666,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-13,GB00BF232G18,1.1651,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-14,GB00BF232G18,1.161,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-17,GB00BF232G18,1.1659,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-18,GB00BF232G18,1.1654,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-19,GB00BF232G18,1.1635,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-20,GB00BF232G18,1.169,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-21,GB00BF232G18,1.1701,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-24,GB00BF232G18,1.1653,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-25,GB00BF232G18,1.1613,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
GB00BF232G18,2020-02-26,GB00BF232G18,1.16,"LF PRUDENTIAL RISK MGMT PASS ""1P"" (GBP)."
