,date,isin,nav,name
GB0000175165,2020-03-31,GB0000175165,2.846,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-01,GB0000175165,2.871,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-02,GB0000175165,2.872,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-03,GB0000175165,2.882,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-06,GB0000175165,2.891,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-07,GB0000175165,2.911,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-08,GB0000175165,2.944,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-09,GB0000175165,2.947,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-14,GB0000175165,2.981,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-15,GB0000175165,3.018,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-16,GB0000175165,2.989,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-17,GB0000175165,2.991,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-20,GB0000175165,2.983,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-21,GB0000175165,2.984,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-22,GB0000175165,2.982,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-23,GB0000175165,2.988,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-24,GB0000175165,2.993,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-27,GB0000175165,2.995,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-28,GB0000175165,3.0,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-29,GB0000175165,3.007,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-04-30,GB0000175165,3.014,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-01,GB0000175165,3.017,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-04,GB0000175165,3.016,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-05,GB0000175165,3.018,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-06,GB0000175165,3.016,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-07,GB0000175165,3.005,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-11,GB0000175165,3.007,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-12,GB0000175165,3.001,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-13,GB0000175165,3.006,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-14,GB0000175165,2.998,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-15,GB0000175165,2.994,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-18,GB0000175165,2.988,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-19,GB0000175165,2.983,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-20,GB0000175165,2.998,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-21,GB0000175165,3.008,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-22,GB0000175165,3.018,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-26,GB0000175165,3.022,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-27,GB0000175165,3.027,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-28,GB0000175165,3.042,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-05-29,GB0000175165,3.046,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-01,GB0000175165,3.064,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-02,GB0000175165,3.048,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-03,GB0000175165,3.051,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-04,GB0000175165,3.055,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-05,GB0000175165,3.076,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-08,GB0000175165,3.07,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-09,GB0000175165,3.072,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-10,GB0000175165,3.078,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-11,GB0000175165,3.087,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-12,GB0000175165,3.081,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-15,GB0000175165,3.083,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-16,GB0000175165,3.085,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-17,GB0000175165,3.108,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-18,GB0000175165,3.109,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-19,GB0000175165,3.079,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-22,GB0000175165,3.07,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-25,GB0000175165,3.104,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-26,GB0000175165,3.095,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-29,GB0000175165,3.098,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-06-30,GB0000175165,3.099,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-01,GB0000175165,3.09,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-02,GB0000175165,3.098,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-03,GB0000175165,3.104,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-06,GB0000175165,3.109,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-07,GB0000175165,3.112,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-08,GB0000175165,3.119,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-09,GB0000175165,3.103,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-10,GB0000175165,3.123,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-13,GB0000175165,3.118,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-14,GB0000175165,3.122,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-15,GB0000175165,3.117,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-17,GB0000175165,3.126,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-20,GB0000175165,3.128,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-21,GB0000175165,3.136,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-22,GB0000175165,3.145,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-23,GB0000175165,3.153,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-24,GB0000175165,3.148,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-27,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-28,GB0000175165,3.153,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-29,GB0000175165,3.168,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-30,GB0000175165,3.16,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-07-31,GB0000175165,3.161,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-03,GB0000175165,3.156,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-04,GB0000175165,3.16,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-05,GB0000175165,3.161,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-06,GB0000175165,3.162,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-07,GB0000175165,3.159,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-10,GB0000175165,3.163,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-11,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-12,GB0000175165,3.143,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-13,GB0000175165,3.147,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-14,GB0000175165,3.139,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-17,GB0000175165,3.143,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-18,GB0000175165,3.149,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-19,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-20,GB0000175165,3.143,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-21,GB0000175165,3.149,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-24,GB0000175165,3.151,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-25,GB0000175165,3.144,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-26,GB0000175165,3.136,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-27,GB0000175165,3.137,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-08-28,GB0000175165,3.127,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-01,GB0000175165,3.129,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-02,GB0000175165,3.146,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-03,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-04,GB0000175165,3.153,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-07,GB0000175165,3.152,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-08,GB0000175165,3.16,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-09,GB0000175165,3.161,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-10,GB0000175165,3.132,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-11,GB0000175165,3.151,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-14,GB0000175165,3.159,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-15,GB0000175165,3.15,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-16,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-17,GB0000175165,3.151,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-18,GB0000175165,3.165,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-21,GB0000175165,3.165,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-22,GB0000175165,3.152,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-23,GB0000175165,3.149,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-24,GB0000175165,3.124,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-25,GB0000175165,3.142,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-28,GB0000175165,3.135,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-29,GB0000175165,3.144,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-09-30,GB0000175165,3.147,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-01,GB0000175165,3.139,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-02,GB0000175165,3.139,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-05,GB0000175165,3.121,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-06,GB0000175165,3.133,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-07,GB0000175165,3.133,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-08,GB0000175165,3.136,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-09,GB0000175165,3.144,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-12,GB0000175165,3.14,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-13,GB0000175165,3.144,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-14,GB0000175165,3.159,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-15,GB0000175165,3.162,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-16,GB0000175165,3.152,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-19,GB0000175165,3.157,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-20,GB0000175165,3.165,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-21,GB0000175165,3.158,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-22,GB0000175165,3.147,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-23,GB0000175165,3.145,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-26,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-27,GB0000175165,3.156,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-28,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-29,GB0000175165,3.152,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-10-30,GB0000175165,3.153,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-02,GB0000175165,3.149,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-03,GB0000175165,3.149,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-04,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-05,GB0000175165,3.17,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-06,GB0000175165,3.171,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-09,GB0000175165,3.156,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-10,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-11,GB0000175165,3.148,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-12,GB0000175165,3.154,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-13,GB0000175165,3.168,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-16,GB0000175165,3.162,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-17,GB0000175165,3.177,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-18,GB0000175165,3.183,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-19,GB0000175165,3.184,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-20,GB0000175165,3.189,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-23,GB0000175165,3.182,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-24,GB0000175165,3.193,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-25,GB0000175165,3.213,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-26,GB0000175165,3.218,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-27,GB0000175165,3.222,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-11-30,GB0000175165,3.212,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-12-01,GB0000175165,3.222,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-12-02,GB0000175165,3.216,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-12-03,GB0000175165,3.216,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-12-04,GB0000175165,3.222,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-12-07,GB0000175165,3.233,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-12-08,GB0000175165,3.239,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-12-09,GB0000175165,3.242,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-12-10,GB0000175165,3.262,"HSBC CORPORATE BOND ""R""                 "
GB0000175165,2020-12-11,GB0000175165,3.258,"HSBC CORPORATE BOND ""R""                 "
GB0000179696,2020-01-03,GB0000179696,1.792,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-06,GB0000179696,1.787,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-07,GB0000179696,1.795,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-08,GB0000179696,1.79,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-09,GB0000179696,1.8,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-10,GB0000179696,1.796,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-13,GB0000179696,1.797,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-14,GB0000179696,1.801,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-15,GB0000179696,1.802,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-16,GB0000179696,1.798,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-17,GB0000179696,1.816,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-20,GB0000179696,1.811,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-21,GB0000179696,1.792,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-22,GB0000179696,1.798,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-23,GB0000179696,1.787,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-24,GB0000179696,1.804,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-27,GB0000179696,1.755,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-28,GB0000179696,1.759,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-29,GB0000179696,1.772,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-30,GB0000179696,1.754,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-01-31,GB0000179696,1.735,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-03,GB0000179696,1.732,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-04,GB0000179696,1.757,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-05,GB0000179696,1.77,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-06,GB0000179696,1.778,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-07,GB0000179696,1.764,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-10,GB0000179696,1.765,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-11,GB0000179696,1.776,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-12,GB0000179696,1.781,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-13,GB0000179696,1.765,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-14,GB0000179696,1.773,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-17,GB0000179696,1.77,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-18,GB0000179696,1.752,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-19,GB0000179696,1.77,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-20,GB0000179696,1.775,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-21,GB0000179696,1.768,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-24,GB0000179696,1.707,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-25,GB0000179696,1.694,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-26,GB0000179696,1.66,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-27,GB0000179696,1.648,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-02-28,GB0000179696,1.573,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-02,GB0000179696,1.555,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-03,GB0000179696,1.617,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-04,GB0000179696,1.631,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-05,GB0000179696,1.601,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-06,GB0000179696,1.55,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-09,GB0000179696,1.448,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-10,GB0000179696,1.478,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-11,GB0000179696,1.439,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-12,GB0000179696,1.331,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-13,GB0000179696,1.346,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-16,GB0000179696,1.185,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-17,GB0000179696,1.199,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-18,GB0000179696,1.191,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-19,GB0000179696,1.171,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-20,GB0000179696,1.239,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-23,GB0000179696,1.177,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-24,GB0000179696,1.231,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-25,GB0000179696,1.302,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-26,GB0000179696,1.323,LEGAL & GENERAL UK 35 (GBP)
GB0000179696,2020-03-27,GB0000179696,1.312,8LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-03-30,GB0000179696,1.29,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-03-31,GB0000179696,1.329,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-01,GB0000179696,1.295,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-02,GB0000179696,1.299,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-03,GB0000179696,1.28,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-06,GB0000179696,1.308,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-07,GB0000179696,1.364,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-08,GB0000179696,1.339,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-09,GB0000179696,1.368,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-14,GB0000179696,1.382,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-15,GB0000179696,1.343,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-16,GB0000179696,1.336,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-17,GB0000179696,1.385,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-20,GB0000179696,1.364,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-21,GB0000179696,1.354,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-22,GB0000179696,1.356,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-23,GB0000179696,1.365,LEGAL & GENERAL UK 35 (GBP)             
GB0000179696,2020-04-24,GB0000179696,1.376,LEGAL & GENERAL UK 35 (GBP)             
